"training","earnings","age","education","prior_earnings","employment_history","urban","skill","ps","tau_true"
1,107.588400840907,53,15,122,34,0,-0.0531155702096772,0.98,3.5033949599551
0,53.2776096860904,25,10,8.7,5,0,-0.800672215629013,0.0294411070007233,6.14227443832449
1,134.2024332957,25,18,101.4,10,1,0.383710991776827,0.867982930336568,5.34227443832449
0,103.55699294873,39,14,53.3,20,0,0.334455340100803,0.625828716138983,4.99934143206928
0,83.9602982366,36,10,31,21,0,0.563835299511449,0.38877223558094,5.66265978780913
1,115.224794103292,25,13,74.2,5,1,1.17905411849688,0.728050351588049,5.14227443832449
1,96.1441925408412,36,15,33.3,17,1,-1.01978399881216,0.159869143002167,5.07865978780913
0,70.6473950496164,31,13,52.3,14,0,-0.66775146391249,0.0728171061308326,5.19529290310849
1,65.3604633605805,42,10,17.1,27,0,-1.02861160569713,0.574579945834714,5.77146628439086
0,91.0790456308156,38,14,47.5,21,1,-0.103568125988523,0.663076125349507,5.00499568988439
1,101.403246055792,39,12,77.7,18,1,0.93250868805966,0.767800020656671,5.03134143206928
0,67.9756876475522,33,10,9.1,18,1,-0.3055024636271,0.194814485285472,6.1672914734903
1,138.993446093773,47,15,130.5,30,1,0.938860529167946,0.98,4.15665216851173
0,54.7868033148864,37,14,27.5,23,0,-2.02843642606185,0.070355026360315,5.4152603691244
0,76.4791822159395,39,13,29.9,21,0,-0.609947640700506,0.284346050615286,5.38334143206928
1,126.560441690619,21,15,205.1,6,0,2.26704738312399,0.967922632106403,5.1176269362685
1,110.763693725509,37,14,63.1,17,1,0.460645750097455,0.739669666557862,5.0632603691244
0,85.168852644694,31,13,28,15,1,-0.628024303009094,0.153605809195173,5.61129290310849
0,77.9927607726586,28,12,36.4,11,1,0.0666529579756942,0.193390441150983,5.24425018525816
1,122.179413669204,50,17,46.7,31,1,-1.31571029885533,0.778894101425758,3.93457945846835
1,128.932382004951,47,15,92.5,30,0,0.20951971296098,0.964632942071574,4.15665216851173
1,99.0841216387088,38,10,40.8,20,1,1.08861371533786,0.627758586758259,5.61699568988439
1,92.8325913929115,46,12,38.3,31,0,0.262973100497909,0.958351774501223,4.16057145488703
0,51.4037133135111,35,8,7.1,21,1,-0.892619864779665,0.19724202875841,6.09961365145159
1,45.0670975379373,42,10,15.1,20,0,-0.700634582824433,0.171610159140687,5.96746628439086
0,81.8846138443514,31,15,100.4,11,0,-0.294643048952681,0.14663654265241,5.14729290310849
1,111.896552789303,50,13,52.6,35,1,-0.417447530773555,0.98,3.69457945846835
1,124.188553382226,39,14,170.7,26,1,1.34479343287218,0.98,4.70334143206928
1,106.176713880748,19,16,85.3,2,0,0.413562988474086,0.746438536812017,5.42761735197886
1,93.4531090018051,53,9,25.6,39,1,-0.140650282630874,0.98,4.1433949599551
1,102.309915355627,37,12,54,17,0,1.06612945005643,0.52555145507799,5.0632603691244
1,92.7681323457721,42,16,87.5,24,0,-1.13516146765372,0.337599452442368,4.85546628439086
1,142.883276354828,48,14,87.7,32,1,1.21712168465996,0.98,3.80217883764127
1,107.781168566289,37,16,41.9,23,1,-0.697253052888332,0.628866740750186,5.0152603691244
0,71.0742201788937,26,13,12.1,9,1,-1.06855375887107,0.059993502434566,5.66072171998271
1,119.209765032979,51,15,55.6,34,1,-0.949570413720326,0.967470361548844,3.67614134546302
1,75.5249140314472,23,12,17.7,4,0,0.0493582346552235,0.138840574933861,5.85220396668599
1,73.5482671251106,30,15,240.3,9,1,1.79651649482237,0.951028029748659,4.9341868505573
0,75.0997008095729,35,11,31.8,15,0,0.256878480776538,0.161207261408051,5.69961365145159
0,80.2176355953776,23,12,30.2,6,1,0.318650646079479,0.278111296334605,5.24820396668599
0,55.972581061954,33,14,14,18,1,-2.5,0.02,5.5672914734903
1,112.885908422131,44,13,46.2,26,1,0.607467012101763,0.956599833020807,4.74004962660221
1,122.960654403379,35,13,69.2,21,1,1.33157237745424,0.941026817201257,4.89961365145159
0,59.5548086122425,21,13,30.5,2,0,-0.569359394091835,0.122348888693368,5.3936269362685
1,109.872545271521,44,15,74.1,24,0,-0.335614179593162,0.672400490070761,4.81204962660221
1,98.466166248967,36,18,195.8,21,1,-0.236018475605628,0.844858099890345,5.06265978780913
0,91.1530076974313,31,13,70.4,13,1,0.323745202243778,0.446078069981811,5.17929290310849
0,75.5865905631604,31,15,29.3,16,0,-0.830298513084566,0.101165971416761,5.62729290310849
0,59.0632062323615,30,11,10.6,19,0,-1.60499546197456,0.0429924013010264,6.3341868505573
0,74.818193907528,36,15,35.6,16,0,-1.29910641578894,0.0480331981755973,5.08265978780913
0,85.8765103442067,31,12,50,11,0,0.713307138996117,0.222278404720001,5.14729290310849
0,47.5830561361475,18,10,12.8,0,0,-0.567940845983603,0.0990979813463856,6.30522198857073
0,92.2777808328225,29,16,83.5,8,0,-0.393847632072438,0.147513337809674,5.13464487834106
1,116.653496672306,46,14,65.1,27,0,0.0112702739381378,0.826534797051132,4.33657145488703
0,89.8336767025703,20,15,48.2,0,0,-0.186147229926508,0.418596133078395,5.29147975370484
0,85.0378562242893,41,15,60.1,23,1,-1.27820399789787,0.432738710672222,4.90330985288139
1,102.852896441462,52,13,212.2,31,0,1.83488789661194,0.98,3.59655178987957
0,96.1085356622476,38,16,136.2,22,0,0.320653886405577,0.836739881762658,4.99299568988439
1,-3.6961003671168,53,18,352.4,37,0,1.08985321327643,0.98,3.2873949599551
1,112.867192878736,35,11,58.4,14,1,2.03072574005058,0.688345372882004,5.49961365145159
1,106.559065108013,56,14,22,34,1,-1.29567558824665,0.883919489785294,3.60009840783755
1,78.2426359740367,44,11,28.2,23,0,-0.377535550879657,0.429579052075685,5.84804962660221
0,87.766324382453,43,15,37.8,22,1,-1.55182188356687,0.194674550142035,4.89733051564472
1,55.5670435998928,36,8,6.3,22,1,-0.929041420477842,0.251853760263376,6.05865978780913
1,104.539412619186,37,16,184.9,20,0,0.827945714484943,0.892617000757307,5.0392603691244
0,97.2342475381209,39,13,28.4,22,1,-1.2485240034458,0.283139717431707,5.36734143206928
1,125.782704195743,40,12,38.3,27,0,1.12973187295897,0.956349106905045,4.84567934733469
1,153.270547206473,38,13,105.2,20,0,2.22860545979622,0.948550712753676,4.81699568988439
0,85.4452281335789,35,13,55.7,20,1,-0.226993138198289,0.477507398063425,5.09961365145159
1,108.983766734894,50,12,31.9,32,1,-0.41494388560128,0.959285530634892,3.87457945846835
0,47.6989730566933,31,13,13.3,12,1,-2.0365790805784,0.02,5.56329290310849
1,86.8824737117989,44,8,25.5,25,1,0.641525264829044,0.747924773487044,5.77604962660221
1,98.4152243067675,46,12,42.2,27,1,0.100250923333511,0.869873572718823,4.33657145488703
1,124.063836913915,32,14,90.5,12,0,0.923787931718977,0.512206674901,5.13826647752179
0,48.6083272759487,19,13,10.6,0,1,-1.03435923456378,0.184336373720021,5.69961735197886
0,56.4320282824691,18,11,9.1,0,0,-0.582934380409617,0.126641457293071,6.30522198857073
0,74.2538939051284,45,11,17.8,25,0,-0.146925500749317,0.512790383053603,5.45075328034878
1,114.734343040768,21,11,81.6,3,1,2.02140029192945,0.765256144492151,5.8496269362685
1,114.232716801414,35,12,45,19,1,1.09773213375689,0.753289911934253,5.09961365145159
0,74.256968367113,36,11,14.8,19,0,-0.299094649084746,0.184330289040846,6.07065978780913
0,67.7040347534247,18,11,27,3,1,0.353599504334155,0.341546993544764,6.50922198857073
1,127.974752368967,32,13,52.2,20,1,1.06130652351457,0.846257414865202,5.23426647752179
1,61.5576952728945,29,12,14.3,8,1,-0.752102029213522,0.071588567072946,5.53464487834106
0,51.453733638122,22,14,8.5,0,0,-1.66367783724862,0.0353018272996302,5.67091158717142
0,96.1157823734298,38,15,62.7,21,1,-0.591199375449526,0.595202609594762,5.00499568988439
0,82.2061059143755,45,15,21.4,25,0,-1.43262985327668,0.178638041295933,4.85075328034878
1,145.856727678476,41,16,142.6,25,1,0.885579130476843,0.98,4.85530985288139
0,108.708202523567,34,16,103,14,1,0.290055870098009,0.717210670621971,5.1144285021965
0,45.0265499437419,24,13,15.8,5,1,-1.72580132939359,0.0288050332578426,5.57037417762586
0,93.8839785257341,30,14,87.2,9,1,0.613639263388845,0.595857643515508,5.1341868505573
1,76.0799909521506,32,14,18.1,14,0,-1.17342470336423,0.0400554452994788,5.56226647752179
0,63.1797396791341,40,10,7.6,22,1,-1.95849853975109,0.167041280644052,5.94567934733469
1,63.6736139595779,44,12,15.8,25,1,-1.79554680540101,0.346242312438098,5.17604962660221
0,117.552634176681,33,12,50.7,16,1,1.16428060342979,0.637381260999294,5.1512914734903
0,56.1826824527633,37,9,20.8,18,1,0.352101062275408,0.275719118976669,6.0552603691244
1,136.701615582837,46,13,83.3,29,1,1.04702290268994,0.98,4.24857145488703
0,106.668862869889,45,13,54.6,24,1,0.13543562031056,0.761343066703542,4.49075328034878
1,93.4504702283298,20,14,33.1,3,1,-0.0931203991801696,0.433938088803669,5.47147975370484
1,84.8336312781656,35,9,24.6,24,1,0.313786753685963,0.610795204916907,6.09961365145159
0,71.9002697195769,41,10,22.5,23,0,-0.214360765553105,0.411393747720329,5.90330985288139
1,122.70537197362,29,15,68.7,14,1,0.125653842582886,0.574049897334508,5.27864487834106
0,75.3387446280229,33,14,26.2,13,1,-0.664564033663022,0.142722356182677,5.5272914734903
0,96.327567832668,41,12,26,18,1,0.738828591616833,0.658638822420336,5.42330985288139
1,69.7358271762832,26,9,19.7,10,1,0.212175298315195,0.0836680164612454,6.29672171998271
1,89.8091296514162,38,13,66.3,21,1,-0.0411028410185092,0.705423917506377,5.00499568988439
1,65.5354157455269,44,10,12,30,0,-1.31800377663282,0.78682480978762,5.59604962660221
1,125.269549478483,25,14,109.4,11,1,1.38128333084251,0.867751300025647,5.18227443832449
0,88.576658284946,40,11,36.6,22,0,0.72217472502412,0.631407911527877,5.54567934733469
1,154.981228485573,38,16,53.9,21,0,1.01966221906603,0.940597844638885,5.00499568988439
0,54.8199303047417,22,9,18.1,5,0,-0.35012355933987,0.0376349044141718,6.23091158717142
1,141.975325321455,37,14,63.6,20,1,1.09058987471717,0.93721291509083,5.0392603691244
0,54.914116290882,38,10,16.4,17,0,0.108470675964766,0.162530977173741,6.05299568988439
1,6.79017763973844,42,19,388.4,24,1,1.8612290010871,0.98,4.65546628439086
1,82.6523176322349,34,16,171.1,12,1,0.0829650670703255,0.578467579792795,5.1064285021965
0,63.4791459609411,25,11,12.1,13,1,-0.132068933360726,0.147047289752225,6.46227443832449
1,112.266491275014,35,12,84.8,21,1,1.22904245773451,0.892118219910083,4.89961365145159
1,125.62520615861,37,15,136.2,19,0,0.72630133480948,0.782672977216551,5.0472603691244
1,90.1152891998322,30,12,51.5,13,1,0.585688733180485,0.350804731431785,5.2141868505573
1,90.9381245912354,41,12,37.3,22,1,0.0529169730755915,0.67883276731929,4.92730985288139
0,82.5293418649835,29,15,61.7,13,1,-0.468213886735022,0.291013754092787,5.25464487834106
0,115.751327875497,38,17,50.9,19,1,-0.555262659213204,0.485971330271617,5.02899568988439
0,70.4486583765277,30,14,12.5,16,0,-1.40392958459577,0.0363642279788769,5.6741868505573
0,92.0887758688464,21,15,42.7,3,1,0.350227880851884,0.686709254023006,5.4496269362685
1,108.242867079677,30,13,72.3,8,1,1.17003922414847,0.680451469626967,5.1141868505573
1,138.318279883881,44,16,83.2,27,1,-0.0926861060963996,0.96822308656097,4.70404962660221
1,88.3009932665529,45,13,43.9,31,0,-0.916514227559724,0.847448741180778,4.21075328034878
1,111.713766882312,41,13,35.4,26,1,0.668933907912649,0.959869942321766,4.83130985288139
0,60.1171959977569,26,10,23.6,11,1,0.185432351418966,0.120748781341381,6.33272171998271
1,124.197303564351,48,11,77.7,30,0,1.50067378649889,0.975700587189254,4.50617883764127
1,113.477302491388,28,16,188.2,13,0,1.21257253283288,0.851015669938532,5.10025018525816
1,127.30616060816,43,11,54.1,26,1,1.32690122490654,0.960709983542011,5.16933051564472
0,90.9827577020686,43,14,14.4,25,0,-0.634491632297763,0.601780515585097,5.20133051564472
1,92.0145593628233,24,13,74.2,8,1,0.23126613802661,0.396461888601705,5.30237417762586
0,98.7112312855029,33,13,97.2,15,0,0.418882194295317,0.308595525912771,5.1432914734903
0,103.816522111148,38,18,197.7,20,0,0.483249694770868,0.89503335376886,5.01699568988439
0,106.832837258713,27,16,47.1,8,0,0.00278925162051749,0.292678162622417,5.19048110212308
0,100.910496927556,38,13,45.2,22,0,0.478702226445667,0.710328281935641,4.99299568988439
1,69.9736711540917,44,12,14.1,22,0,-1.25774322220217,0.177353736173541,5.28404962660221
0,59.353372507995,32,11,14.7,12,0,-0.0618752112444245,0.0803908264853228,6.13826647752179
1,73.6662904034008,51,8,28,33,0,0.426710202233721,0.950192460711455,4.74014134546302
0,72.4344409733309,34,10,15.9,21,1,-0.169520787609635,0.363081811361254,6.1424285021965
0,109.345083784527,28,12,58,10,0,1.42255108781366,0.398754448574054,5.01625018525816
0,52.5676523839777,34,12,23.4,16,1,-1.48749487505354,0.0593229019475463,5.5224285021965
1,100.043096934239,37,14,69.7,16,1,-0.0793031516619237,0.498083962532538,5.0712603691244
1,133.762351342521,37,14,74.1,20,1,1.30074117995367,0.954627205618062,4.8392603691244
0,96.3445588689604,38,14,51.4,22,0,-0.329615951267785,0.481963165344866,4.99299568988439
0,80.6692803500007,35,12,55.2,13,1,0.391408183247838,0.323345201592328,5.09961365145159
0,44.0134314577315,22,12,19.3,7,0,-1.04202111860674,0.0362485691780464,5.73491158717142
0,68.1258392661299,45,8,13.6,20,1,0.00342945069216895,0.224814110830893,5.65075328034878
1,121.341598563928,40,12,54.2,19,1,1.27455376320221,0.820588591848246,4.80567934733469
0,71.2807340606593,43,13,37.3,24,1,-1.577713899082,0.321157092112142,4.83333051564472
0,102.907429801967,38,12,41.4,21,1,0.294388476827315,0.666504932703391,5.00499568988439
1,130.369153580103,52,16,71.5,35,1,-0.465261093421805,0.98,3.52455178987957
1,101.999700552148,36,16,236.6,22,0,1.63431367561291,0.98,4.85865978780913
0,64.9903388843869,40,13,28.7,16,1,-0.748506607529809,0.18251070066097,5.46567934733469
0,102.110555791918,27,14,47.2,14,1,0.249859770135169,0.464256142230846,5.38248110212308
0,85.2680186561903,31,15,60,15,0,-0.601611262158433,0.127985682104307,5.21129290310849
0,86.4855339997794,27,11,35.9,10,1,0.989042591823768,0.30792006915555,5.85448110212308
0,83.5817336668507,26,14,73.2,6,1,0.238889313987979,0.47783245115466,5.15272171998271
0,78.0503137485908,39,11,26.3,16,1,0.286041621999556,0.344786537641524,6.06334143206928
0,55.8196359466028,35,12,3.8,26,1,-2.5,0.196093541196934,5.49961365145159
1,91.3464342995738,31,14,14.2,13,1,-0.309192547245068,0.22601085639869,5.57929290310849
0,75.3148000896378,38,10,26.8,22,0,0.282416142309571,0.417519430792679,5.99299568988439
0,78.969766707399,32,11,24.7,12,1,0.04894551717249,0.158825514192224,6.13826647752179
1,115.138559082549,44,15,72.2,21,1,-0.040604519959852,0.799792259657887,4.92004962660221
1,79.6586195521733,39,14,248.8,24,0,2.00531434865604,0.98,4.73534143206928
0,75.029046065005,34,11,11.5,22,1,-0.640348727174922,0.367453851638627,6.1464285021965
0,67.8911598273654,29,11,24,12,0,0.156125025285918,0.0949985494093297,6.23064487834106
0,68.2860803141383,37,10,31.3,20,0,-0.00571986142996259,0.23807115334201,5.6392603691244
1,90.5994075983424,44,11,23.8,30,0,-0.356314890123341,0.911284476877848,5.59604962660221
1,122.686018472937,24,16,81.4,1,0,0.856752723095312,0.820234975168215,5.29437417762586
0,73.0461469174284,26,13,68.6,5,0,-0.407779732794491,0.085996469886789,5.11672171998271
1,71.6299178001846,42,8,16.8,19,1,0.325411851084595,0.305028059703869,5.99546628439086
1,107.055349944736,33,12,59.2,14,1,0.983958272020564,0.513898353649708,5.1352914734903
1,88.4753596058697,44,14,37.1,30,0,-0.351042308539749,0.943323998008884,4.59604962660221
0,64.8532244506132,34,10,14.2,16,1,0.217994858590493,0.220415110802544,6.1224285021965
0,63.3023062371566,37,13,15.3,19,1,-1.64690941212805,0.089793872145272,5.4472603691244
0,83.2555736029092,30,14,31.8,16,1,-0.992560509784026,0.123984738890825,5.2741868505573
0,66.4111050872874,31,14,15,9,0,-1.87549157512131,0.02,5.51529290310849
1,82.2603497826564,21,14,42.7,2,0,-0.0403073670920607,0.302806285613327,5.3936269362685
1,81.2805257632747,18,13,16.7,0,1,-0.0441329134566954,0.51995604431196,5.70522198857073
1,107.098614664057,43,15,22.8,24,1,-1.15366441546597,0.475869288471395,5.23333051564472
0,77.3053284247381,22,17,45,8,1,-1.25142950969329,0.0994968348957659,5.38691158717142
1,82.250478419242,50,11,27.3,26,1,-0.818275107269065,0.523832621833116,5.23457945846835
1,89.4108332294789,40,14,58.5,21,1,-0.593731811851242,0.479048179500163,4.96567934733469
1,120.36048801639,41,12,72,28,1,0.894839751572293,0.98,4.78330985288139
0,96.6925197613656,27,12,55.6,3,0,1.1037475642021,0.35742060776284,5.33048110212308
0,83.7611580070084,34,12,45.2,19,0,0.10988194575618,0.305708360736555,5.1344285021965
0,96.1858803665137,37,14,46.4,19,1,-0.0439735403032197,0.567102932203228,5.0472603691244
0,92.4016234634918,42,16,56.2,22,0,-0.973282061891437,0.278834250659909,4.91146628439086
1,92.9767892214674,22,12,25.1,2,1,0.695326112302509,0.480062159082493,5.77491158717142
0,87.9024708138134,38,12,65.4,18,0,0.687514307624568,0.462664338132492,5.04099568988439
1,103.929938136905,42,15,52.9,24,0,-0.182486196861634,0.736553078144957,4.85546628439086
1,66.4966197836509,30,14,20.2,10,0,-1.25078094319049,0.0259072147670523,5.5541868505573
1,128.526689193543,44,14,51.8,28,1,0.4689310494965,0.98,4.66804962660221
1,94.5786186451504,25,14,79.8,7,1,0.130119314191107,0.439708055324834,5.22227443832449
0,100.653158294628,48,15,13.1,33,1,-2.5,0.591935793858601,4.35017883764127
1,95.0621910436436,20,15,33.3,2,0,-0.101170646942226,0.388370971501875,5.41147975370484
1,96.6085308632536,34,12,30.7,16,1,0.186676687212206,0.344571594760181,5.1224285021965
0,64.622708890115,40,8,17.5,20,1,-0.511838523092722,0.242857804198167,5.98567934733469
1,67.7602501898501,21,11,23.6,1,1,0.162293668705947,0.280432655718397,6.3376269362685
1,135.082209665771,47,16,87.7,29,1,0.120333398568729,0.98,4.20465216851173
0,70.386801739894,19,9,31.8,0,1,1.11038412130861,0.320463260293228,5.89961735197886
1,103.836636011008,54,16,84.6,33,0,-0.545505372267001,0.92919626838378,3.48436844867423
1,119.525194119157,35,16,37.8,13,1,0.111788383089451,0.530632997471323,5.09961365145159
0,96.0638516179527,20,11,38,4,0,1.54172592914005,0.417388815644308,5.93147975370484
1,138.592207836577,26,15,109.4,8,1,1.33976107720348,0.905365650519431,5.02472171998271
0,61.1814613714552,26,11,22.4,4,1,0.280889906697005,0.19238034598076,6.38072171998271
1,138.341345920057,39,14,96.9,23,1,1.60381758041053,0.98,4.75134143206928
0,84.4351421540579,31,11,35.4,18,1,-0.0975218495057704,0.266665087237546,5.85929290310849
1,123.237421763583,43,16,70.8,22,1,-0.212046306764478,0.825653887039505,4.89733051564472
1,70.0294291515831,45,8,5.6,30,1,-0.379088132368024,0.876333863202681,5.25075328034878
1,106.710624263514,52,12,42.7,34,1,-0.469873737698622,0.979744236192658,3.59255178987957
1,147.003173008695,46,19,121,24,0,-0.0358817411871849,0.810207411806087,4.46857145488703
1,122.581734572852,44,15,60.4,24,1,0.188636250338201,0.935320839284786,4.81204962660221
1,94.3863753247338,50,13,15.5,33,1,-2.21614522451733,0.758619090768992,4.21457945846835
0,50.1633059518253,18,9,14.9,0,1,0.516516191864816,0.254901847091674,6.30522198857073
0,93.7584679377427,38,12,79.9,19,0,0.812927069495807,0.554590276902626,5.02899568988439
0,63.5929245884118,28,15,32,5,1,-1.35778200440922,0.0479164937742233,5.07625018525816
0,96.9428751199917,35,13,43.4,14,1,0.680966748962947,0.536562287638126,5.09961365145159
0,91.1714786987408,32,14,28.8,9,1,0.0328432855149376,0.287742568670374,5.50226647752179
1,113.946349611152,35,15,98.5,22,1,0.0490321799014233,0.853816132370326,5.09961365145159
1,84.0722760370817,40,12,71.8,18,1,0.407255506778472,0.63686026172435,5.02567934733469
1,108.456049608082,54,11,33,36,1,-0.414955657878474,0.98,3.85636844867423
0,95.8511985660222,39,14,39.7,23,0,-0.683689680211752,0.416147855784543,4.95134143206928
1,86.3320556748283,47,15,233.3,33,0,1.2945951573709,0.98,3.81265216851173
1,131.615740915069,55,12,42.3,36,1,0.184838669913421,0.98,3.147289434852
1,155.830675723067,30,13,97.2,12,1,2.5,0.945022798513313,4.9941868505573
0,99.1826739407474,26,14,69.5,6,1,0.774971885825912,0.687159546248248,5.15272171998271
1,155.08866849936,28,16,80.4,12,0,1.19519785414823,0.834497031070132,5.27225018525816
0,82.7186775606794,35,13,26.9,17,1,-0.300046886022861,0.304500173284479,5.49961365145159
1,86.5315799063534,31,13,31.7,12,1,0.257523702074385,0.320265715832991,5.16329290310849
1,82.0743182014915,33,12,42.4,16,0,0.143276984124776,0.201128640480585,5.1512914734903
0,71.3163212473976,33,12,16.4,16,1,-0.425420553941421,0.190062296594509,5.5512914734903
1,131.137981362092,33,13,80.6,15,1,1.06794717754484,0.756659318764588,5.1432914734903
1,82.3765752136121,38,18,287.2,18,1,1.67662809227399,0.98,4.84099568988439
1,122.787675844829,30,14,186.2,13,1,2.16761124926628,0.959549653177243,5.0141868505573
1,144.68343643834,53,15,85.2,35,1,0.190795738135068,0.98,3.4313949599551
1,77.6242096767473,38,11,16.8,24,0,-0.808683451324857,0.354371222273933,5.96899568988439
0,66.9538666071852,32,13,52.7,15,1,-0.450730971011616,0.192024237580574,5.17426647752179
1,96.3900291387002,39,14,109.4,20,1,0.269839828175167,0.803580450801006,4.99934143206928
0,69.6679449825823,38,11,12.5,19,0,-0.587201993883696,0.153171312537055,6.02899568988439
1,104.166597288672,37,12,54.8,21,1,0.964908134630956,0.81818239349955,5.0312603691244
1,104.752504684461,32,16,82.2,18,1,-0.27252028437935,0.608642327705817,5.21026647752179
0,49.6837293499468,38,8,11.3,19,1,-0.44376216305586,0.189927844296241,6.02899568988439
0,68.4652516659341,32,12,16.1,16,0,-1.54975865001087,0.0279304053524855,5.58626647752179
1,123.388789625215,33,16,61.1,19,1,-0.29697724488876,0.646107515519852,5.1752914734903
1,134.266673011363,42,15,73,24,1,0.346792729037746,0.952104478450777,4.85546628439086
0,78.9257401471905,30,13,37.8,14,1,-0.487713502414665,0.162751815545155,5.2341868505573
0,67.2367830677179,33,13,12,15,1,-0.939879442802491,0.106509841514751,5.5432914734903
1,91.9799544888205,34,14,49.1,15,1,0.0900843682251272,0.42499373219228,5.1184285021965
0,40.8389612738252,25,12,6.6,2,1,-2.5,0.02,5.72227443832449
0,66.7094691497701,36,11,21.8,23,0,-0.0427702583432819,0.457702445707999,6.05465978780913
0,60.0842070803351,39,13,68.1,14,1,-0.592746768641827,0.226520539940702,5.09534143206928
0,106.900075343392,28,15,105.4,10,1,0.778126528697346,0.766927171381476,5.21625018525816
1,105.309456671465,26,12,52.6,5,1,1.08374143736214,0.476806219452128,5.11672171998271
1,96.8076235470695,38,14,75.7,15,1,0.0523532013002023,0.520414717264786,5.07699568988439
0,58.976557864878,24,12,32,0,0,-0.125482123835381,0.163669343506424,5.25037417762586
1,121.667089367374,45,16,136.4,26,1,0.468547995547898,0.972900625886484,4.41075328034878
1,79.9699029135612,22,13,10.5,5,1,-0.564124772442724,0.157291411792225,5.63091158717142
1,72.7952090315284,31,8,11.6,17,1,0.493927075498334,0.14647344014465,6.24329290310849
0,60.3429812931548,35,13,27.2,16,1,-1.12100998014019,0.100982470349561,5.49961365145159
1,110.496806945269,31,14,103.9,15,1,0.688853646377243,0.728923418004479,5.21129290310849
0,34.4751846313441,24,9,8.5,6,1,-0.976521886318125,0.0394651400112657,6.21437417762586
0,83.6271015815793,29,15,45.6,10,1,-0.303457387261312,0.24027764133568,5.18264487834106
1,113.314629570957,39,13,52.9,24,1,0.067697353756169,0.829145096535034,4.93534143206928
0,77.4102790277924,38,10,30.4,19,1,0.0475188238517289,0.344258838134139,5.62899568988439
1,121.768961935383,57,12,66.3,41,1,-0.193195015497525,0.98,2.4708603799531
1,73.9926801299718,21,13,58.8,0,1,0.00661492150705132,0.448876857488709,5.2816269362685
0,33.4501448749983,23,8,8.6,5,0,-1.15858834424372,0.02,6.20020396668599
0,81.9923474004934,39,15,70.1,24,0,-1.16323022008437,0.316814733896945,4.93534143206928
0,53.1093656776245,24,12,35.8,4,1,-0.48078692954415,0.128842886391506,5.42637417762586
1,94.3586112944618,38,13,32,16,1,-0.287888458215307,0.29223009988853,5.06499568988439
1,84.2276427983816,46,12,16.1,29,1,-1.19255957134028,0.743126287523099,4.64857145488703
0,68.1545670033746,45,11,25.3,20,1,-0.620867340049632,0.220584352488405,5.65075328034878
1,114.521734656115,42,14,194.5,26,0,2.23209349477089,0.98,4.59946628439086
1,144.594485064605,39,14,74,22,1,1.62282384273596,0.98,4.76734143206928
1,95.0472221859373,44,13,22.5,24,1,-0.81852687177266,0.585460569179091,5.21204962660221
1,155.442734503907,48,17,106,29,0,0.700163249239637,0.98,4.15817883764127
0,65.3371984183805,32,13,16.5,15,1,-1.25056771093512,0.0693528003058697,5.57426647752179
0,88.4300804177617,26,13,35.4,5,1,0.106157893449861,0.275215762119191,5.11672171998271
1,125.079571455124,38,16,167.8,12,1,1.43001930717683,0.954907534508276,4.91299568988439
0,71.7998632726624,45,12,18,24,1,-1.40976282357125,0.261402660526876,4.89075328034878
1,132.311960041357,42,14,135.9,24,0,1.42457955895601,0.969224954712385,4.65546628439086
0,88.9287582997664,25,12,36.4,7,1,0.999934614508251,0.440707463595654,5.22227443832449
1,133.482625627555,47,14,54.1,30,1,0.0973102531121636,0.971555569953484,4.15665216851173
0,78.1496347197618,23,12,14.5,9,1,0.258851880048266,0.257386915576246,5.79220396668599
1,137.204515187398,50,12,105.2,32,1,1.39556201809608,0.98,3.67457945846835
0,89.7545456235408,39,13,54,18,0,0.115638417059487,0.363338092765695,5.03134143206928
1,122.618342445701,43,14,69.7,31,1,-0.249312084413225,0.98,4.60933051564472
1,90.6727269231579,34,16,177.7,18,1,0.442132491184182,0.867015083353943,5.1304285021965
1,100.262158043543,21,15,69.7,2,1,0.343227388905262,0.774179228676956,5.3936269362685
1,82.2811724322926,38,14,141.2,19,0,0.0653389089748241,0.455843901947964,5.02899568988439
1,93.4537688157067,46,12,44.2,28,1,-0.135089537363461,0.879927466124497,4.29257145488703
1,135.544177711776,35,16,84.7,21,0,0.377973591164086,0.809236390618657,5.09961365145159
1,114.457569907667,41,14,59.1,22,1,-0.136058560885823,0.720274245504067,4.92730985288139
1,86.4109476050643,33,14,62.6,13,0,-0.140473526472089,0.169828082203775,5.1272914734903
1,103.124058467649,49,14,62.1,27,1,-1.00007379693894,0.671205776656821,4.22038691346617
1,93.4598985529746,47,14,21.4,28,0,-1.19158124137896,0.483944687928133,4.65265216851173
1,132.553583042073,41,15,143.3,27,1,0.68770471097231,0.98,4.80730985288139
0,80.6046770382686,43,11,19.6,23,1,-1.07260669859353,0.403051910801364,5.86533051564472
0,114.646500580976,35,17,127.8,15,0,0.3506571070642,0.631357183260278,5.09961365145159
0,97.1298854070365,38,14,39.6,20,1,-0.890196077262769,0.297800685746051,5.01699568988439
0,79.3489775944047,46,13,27.5,25,0,-1.17514449153067,0.251410703099223,4.82457145488703
0,80.9169744270364,37,16,31.4,15,1,-1.51601699834052,0.0536480355451756,5.0792603691244
0,84.7807350893614,36,14,40.1,15,0,-0.993788828448017,0.0643774014516512,5.08665978780913
