"scholarship","completed","gpa","parental_income","first_generation","sat_score","distance_to_college","financial_need","ps","tau_true"
1,1,2.79046140878854,42.3,0,1295,23.9,54,0.676723218129224,0.08
1,0,2.60340037202531,90.1,0,1254,30.6,32,0.428895626354567,0.08
0,1,2.13711142426933,72.2,0,885,74.4,66,0.751454362604812,-0.02
1,1,3.8282692715727,51.1,1,1264,55.5,79,0.822828157664573,0.4
0,1,3.10133132432281,153,0,895,0,51,0.52439836786428,-0.02
1,1,2.46571923389089,165.2,0,1030,23.5,45,0.529032479357442,0.04
0,0,3.49265981163237,120.3,0,768,31.3,18,0.176506550683213,-0.02
0,1,4,45.7,0,939,26.8,55,0.497645425878065,-0.06
0,0,2.715428498183,107.8,0,1218,25.4,31,0.395605686547333,0.08
1,1,3.21664364356515,106.6,0,1401,43,46,0.468028235997399,0.14
1,0,2.1062921573445,26.2,0,918,11.2,66,0.843810583195338,0.04
1,1,2.8872623057086,107.6,1,914,41.6,75,0.83003829935991,0.4
1,1,2.75889151728493,105.8,1,903,17.5,74,0.847380608224685,0.4
1,1,3.54850594900702,91,1,1265,90,61,0.653928225091883,0.34
1,1,2.5715784277777,115.3,0,1168,37.4,55,0.629796386027265,0.08
0,1,3.14410525790849,42.9,0,1134,32.5,69,0.743130997025376,0.04
1,0,2.85285934793759,95.5,0,1056,57.4,66,0.679809246546806,0.04
0,1,3.43351952988975,75.1,0,917,16.9,53,0.530831021399308,0.04
0,1,3.279805181678,153.9,1,1135,47.9,44,0.522360883391196,0.24
0,1,3.84707428164761,40.3,0,1310,0,45,0.479952664232722,0.04
1,0,2.77672100052474,70.3,1,1076,41.9,60,0.76760738864917,0.24
0,0,2.64047275685621,56.8,0,1095,61.2,55,0.637898154915565,0.04
1,0,2.65378504782142,93,0,713,25.8,40,0.470789720570342,-0.02
0,0,2.36489447643241,120.5,1,1118,41.3,55,0.741217008679525,0.24
0,1,3.12307650408805,35,1,1078,43.9,69,0.82851068047957,0.24
1,1,2.59578374431543,74.4,0,1297,7.5,47,0.618499188898346,0.08
1,0,3.19222121571265,82.2,0,1360,50.9,48,0.498092277748987,0.14
0,1,3.58624030797736,30.6,0,1097,39.8,56,0.586572434109716,0.04
1,1,1.87712223661689,38.6,1,1071,28.4,76,0.922761330975133,0.4
0,0,1.68148522268647,82.4,1,741,61.6,53,0.771233688829798,0.24
1,0,2.51244346652528,71.6,0,1120,58.2,50,0.596832865539902,0.04
1,1,3.5770454453889,157.5,1,1092,19.9,56,0.630838892491456,0.24
1,1,3.76845825030754,68.4,0,1036,28.1,62,0.575796166027514,-0.06
0,1,3.14462088571021,44.8,0,1202,49.9,65,0.696481563422255,0.08
1,1,3.50315061085423,47.3,0,1010,41.7,59,0.590638693587938,0.04
1,0,3.28326048501342,84.4,0,1018,46.5,49,0.477228220406861,0.04
1,1,2.44405917314415,43.8,1,1041,38.5,66,0.849095427057447,0.24
1,1,2.73780623462931,70.7,0,1086,34.5,53,0.619543050410256,0.04
0,1,3.5799058060166,31.4,0,1151,12.5,34,0.401292506117904,0.08
1,1,3.86327684734036,255.2,0,1370,24.1,0,0.0764766502115376,0.04
0,1,2.85668204323825,121,0,1074,47,37,0.395416293243703,0.04
1,1,2.99885005908207,24.4,1,1086,37.1,82,0.907465223108391,0.4
1,1,2.13119457497383,53.2,0,1198,54.4,57,0.731064934928283,0.08
0,0,3.0679278115132,48.3,0,1024,40.1,38,0.442944834793439,0.04
0,0,3.69733895152239,107.2,0,1015,13.8,43,0.381774960606695,-0.06
0,1,3.43679638964727,104.1,1,1343,42.2,69,0.768773788133513,0.34
1,1,3.18482208770448,30.4,0,1163,33.1,58,0.667822208659826,0.08
0,1,2.98170935699182,83.8,0,1468,35.5,41,0.47940593297274,0.2
1,1,2.85378332799977,90.9,0,945,17.7,39,0.45834499332839,0.04
0,1,3.22101067374517,97,0,1149,42.9,47,0.468328270940079,0.04
1,1,3.31339777236322,50.9,1,1320,42.7,71,0.821861973472405,0.5
1,0,2.71605725792406,29.9,0,1118,22,63,0.768214528604685,0.04
1,1,2.80385280681551,73,0,961,13.4,43,0.525984751098434,0.04
1,1,3.68904617005346,62.5,1,895,40.4,79,0.820515968078412,0.24
1,1,2.79485832576389,103.1,0,1107,44.1,42,0.468750625200783,0.04
1,1,3.58102311661611,109.6,0,1156,16.5,25,0.2458591507808,0.08
0,0,2.08079381421217,52.2,0,1257,56.5,57,0.738556045213761,0.08
1,1,2.76655547915014,140.3,1,1220,45.8,52,0.66972710223737,0.28
0,0,2.4327165248525,21.7,0,1160,28.9,56,0.757786796867362,0.08
0,1,3.09053073806001,208.1,0,863,46.3,14,0.157924921723929,-0.02
0,0,2.40047087498784,116.2,0,1280,62.3,55,0.632215719714544,0.08
1,1,3.03246773030211,21.2,1,1338,8.3,77,0.908436671064093,0.5
0,1,2.89085188458736,251.2,1,1240,29.9,25,0.373150965960777,0.28
1,1,2.89958185090585,107.8,1,1334,47.2,53,0.68567006109526,0.34
0,0,3.18963271975623,62.9,0,1267,84.8,59,0.583044152763934,0.08
1,0,2.50423808150243,36.4,0,1099,24.7,63,0.776376067548348,0.04
0,1,3.98721077059,126.2,1,889,3.7,75,0.765875743292681,0.24
1,1,2.54895428691279,59.9,0,1126,27.3,93,0.907111864602588,0.2
1,0,2.71112004685108,90.8,1,872,26.4,61,0.770674220920211,0.18
1,1,3.3787190194922,118.3,0,1287,47,31,0.290654995739636,0.08
1,0,3.11004389204326,48.9,0,1090,13,57,0.654746674197229,0.04
1,1,3.01604572030248,184.4,0,779,63.7,36,0.306473208883147,-0.02
1,1,3.93663295383694,39.1,1,1173,20.5,75,0.82189613482666,0.34
1,1,2.1906193187299,87.8,0,1047,31.5,71,0.810324660658596,0.2
0,1,2.48910711923855,145.9,0,1131,32,31,0.393126362928467,0.04
0,1,3.58459329073013,125,0,1023,0.6,42,0.391127511562056,0.04
0,1,2.58880663010426,178.4,0,1022,9.7,27,0.346577681744295,0.04
0,1,3.39537652099975,58.9,0,821,28.1,53,0.534495983777502,-0.02
1,1,3.11641197111149,31.2,1,1249,49.3,78,0.87958072851822,0.44
0,0,3.38220635295758,101.5,0,922,29.3,53,0.503751160187683,0.04
1,0,1.73319143112285,137.2,1,1206,39.3,41,0.68652940381998,0.28
1,1,3.58104347862912,82.9,0,1173,25.1,55,0.530696574946732,0.08
0,1,3.33309525709747,337.5,1,1097,57.3,4,0.141208151981396,0.3
0,1,4,294.4,0,1198,34.5,0,0.063267113777601,-0.02
0,1,2.65394520139214,117.9,0,1240,13.5,50,0.599410858773226,0.08
1,1,3.09033167980917,81.3,1,1191,7.3,59,0.759194820158823,0.28
0,1,3.594221152018,130.5,1,1418,39.2,66,0.726435871366527,0.34
0,0,3.44438216662858,67,0,1152,40.1,31,0.315546997676685,0.08
1,1,2.35697559857667,82,1,1380,44.8,87,0.923637370068148,0.5
0,1,3.20984854019002,67,1,975,47.1,74,0.820010558957964,0.4
0,1,3.50936155615013,146.7,0,1507,56.4,50,0.437771774970446,0.2
0,1,3.48266522340317,207,0,1025,41.2,21,0.17580865013837,0.04
1,1,3.15957291795839,49.8,0,1049,25.5,63,0.686213054360915,0.04
1,0,2.73460641797337,107.4,1,996,34.1,69,0.813310040266699,0.24
0,1,2.89731740214359,147.7,0,1385,50.6,34,0.363442139417208,0.14
1,1,2.34314660390689,71.6,0,1269,22.6,51,0.672450472602158,0.08
0,1,2.82941306919306,86,0,1007,31.3,37,0.43472431926576,0.04
0,1,3.4369868113162,69.1,0,1159,0,64,0.672481238270176,0.08
1,1,3.21084485012571,69.2,1,968,2.3,73,0.840560634293754,0.4
1,0,2.51235924063947,42,0,1078,37.2,57,0.711131621002265,0.04
0,1,3.65813772632874,88.4,0,823,27,40,0.346808058998448,-0.12
0,1,3.58761665965973,66.1,0,1294,18.3,61,0.618234031572972,0.08
1,0,3.00037871023095,46.6,1,849,45.8,72,0.833266783903076,0.34
1,1,3.39580262297282,48.1,0,1181,25,61,0.649599225599486,0.08
1,1,3.1270091047134,147.9,0,930,11.5,27,0.287230718287861,0.04
1,1,2.44772061390944,16.7,0,1134,0,62,0.826734078838941,0.04
1,1,3.45489614244973,165.8,1,981,30.7,52,0.585080780821044,0.24
1,1,2.10878332848384,118.6,1,939,54.9,53,0.729581246853578,0.3
1,1,3.27032448593258,17.6,1,1176,33.6,68,0.848208968583261,0.28
0,0,4,77.7,1,1034,40.8,88,0.846394757534722,0.3
0,1,2.59084036864262,24.5,0,972,2.2,55,0.741068176657856,0.04
0,1,3.92829060462748,151.2,0,1233,20.8,34,0.260979354058104,-0.02
0,1,3.55841472628414,232.4,0,913,44.8,15,0.129795383158681,0.04
1,0,2.6625860974247,87.4,0,947,23.6,48,0.570419644811366,0.04
0,1,3.58877691996499,97.2,1,795,4.3,54,0.640778144094605,0.18
0,1,2.45893479167718,122.2,0,1129,41,40,0.487894698587008,0.04
1,1,3.03473502443956,54.5,0,938,34.7,90,0.862727216941622,0.2
0,0,2.47043652519122,58,1,912,22.3,33,0.588329610408501,0.24
0,1,3.84979910099311,385.2,0,1150,5.5,0,0.0709709738007712,-0.02
0,1,2.72870602256833,68.9,0,935,0,56,0.675634943312919,0.04
1,1,2.92038919619272,96.7,0,1017,23.8,42,0.472623283609222,0.04
0,1,3.19837838392494,173.8,1,1040,0,33,0.46031919047168,0.24
0,1,2.67037598778679,122.9,0,1185,52.7,19,0.260419424334415,0.08
1,0,3.59287664942965,62.2,1,819,13.7,58,0.69526547651343,0.18
0,1,3.54493508987103,86,0,712,21.7,30,0.275349439575299,-0.02
0,0,2.49438939405228,40.1,0,1291,55.7,64,0.764096913186347,0.08
1,1,2.83845876946253,110.7,0,1149,19.7,67,0.720911812129222,0.04
1,1,3.22699039422508,141.8,0,965,9.9,28,0.289799230212913,0.04
0,1,2.47459077152853,283.9,1,1355,41.9,10,0.272640580403348,0.34
0,1,1.88680051886243,107.3,0,1113,9.5,43,0.635743356702486,0.04
1,0,2.7727510424519,59.8,0,685,49.1,50,0.557265565695964,-0.02
0,0,2.79365202862862,33.9,0,910,52.7,54,0.639781304578822,0.04
1,1,3.35216491523001,60.2,0,896,18.8,44,0.463969581745348,-0.02
1,0,2.71800559644227,96.8,0,1312,54.5,51,0.574461594321662,0.14
1,1,2.97994931927261,95,1,996,55.3,56,0.685051811078738,0.3
1,1,2.16522205683919,53.6,1,1056,38.5,66,0.858991171951256,0.24
0,1,3.35201939217531,40.9,1,1209,38.8,78,0.862972460357397,0.44
1,1,2.95434760712848,184.7,0,912,53.3,32,0.296469209838694,0.04
0,1,2.97617973561072,165.1,0,1263,0,48,0.52929788486376,0.08
1,1,2.72785619304063,123.9,0,1153,62.8,26,0.299413000184936,0.08
1,1,3.10716447904271,30,1,934,38.8,84,0.90122374170998,0.4
0,1,2.98928603891805,862.4,0,1234,43.5,0,0.0779844109139388,0.08
1,1,2.81149977202722,97.8,1,1176,17.3,75,0.86061504994795,0.44
0,0,3.09747954459481,61.1,0,1011,41.1,65,0.681841463925646,0.04
1,1,2.848725506785,108.2,1,1321,51.6,56,0.71099436417017,0.4
1,1,2.29161678245637,66.3,0,1279,13.2,36,0.552979358589562,0.08
1,1,3.72435671870456,48.2,1,1157,9.6,67,0.785112456705556,0.18
0,1,2.82991172811344,41.5,0,963,14.6,33,0.460134153389472,0.04
0,0,2.19811250039937,54.2,0,1163,0,61,0.793920039311416,0.08
1,1,2.79544072926353,109.4,1,1236,24.3,40,0.594131635025684,0.28
0,0,1.86193215607513,38.7,0,1172,56,56,0.765263925930867,0.08
1,1,2.88319895048167,65.8,0,1080,37.6,39,0.463147877806537,0.04
1,1,3.58712432317021,63,0,1092,42,31,0.29750533671182,0.04
0,1,2.93795553658742,63.1,0,1286,29,34,0.43121395372828,0.08
0,1,3.75541289443978,101.4,0,1037,46.1,45,0.364669152593721,-0.06
1,1,2.28371493851482,27.8,0,1108,17.4,66,0.831106790378897,0.04
0,0,3.01014010131876,79.5,1,825,36,50,0.648937500221051,0.18
0,0,3.21203403683991,195.5,1,1289,55.5,53,0.603437429933836,0.34
1,1,2.47437021353148,135.4,1,1194,45.5,54,0.71686836690284,0.28
0,1,3.34690326220881,35,0,979,24.4,38,0.441077038786177,0.04
0,1,1.93209449274024,148.7,0,1332,0,41,0.612523167763366,0.14
0,0,2.28014496256255,102.9,0,1035,12.3,21,0.363637744443966,0.04
1,1,2.49446808907212,84.1,0,1099,9.8,68,0.783367740296962,0.04
1,0,2.6322708690806,28.2,0,1128,51.9,68,0.791026460983963,0.04
1,0,3.09033558946989,41.4,0,1053,37.1,58,0.650474115352374,0.04
1,1,3.42292656982402,169.8,1,1092,19.3,46,0.547349291851696,0.24
1,1,3.14597270757545,74.9,1,1027,48.6,85,0.87675638397809,0.4
0,1,2.84398547253336,178.7,0,905,44.5,29,0.293737001671377,0.04
1,1,2.53226607269278,83.6,1,951,14.9,51,0.72897005692945,0.24
1,1,3.08832000901254,46.5,0,915,44.1,73,0.754938978505075,0.2
1,1,3.11435518058165,47.8,0,1328,4.9,39,0.504744898326288,0.14
1,0,2.55652512243938,56.8,0,892,0,73,0.825051523345552,0.14
1,1,2.72425028631554,58,0,1298,13.1,49,0.631070463538476,0.08
0,1,3.73209359976943,35.5,0,1231,42.6,67,0.666058368897814,-0.02
1,1,2.10791643126513,131.7,0,1088,41.6,10,0.251795421898418,0.04
1,1,2.5653209122116,163.3,1,1320,4.7,59,0.77645827907508,0.34
0,0,3.04845385668688,74.9,0,1237,20.7,42,0.48982233281731,0.08
1,1,3.8777267485609,45.5,0,1512,23.7,67,0.667283372050936,0.1
0,0,3.25779527033981,65.5,0,981,74.4,36,0.340938679809224,0.04
1,1,2.70391193410502,245.8,0,1268,66.4,6,0.140069422731453,0.08
1,1,3.16167995588375,133.8,1,1153,37.2,71,0.788435152966136,0.44
1,1,2.77299398742506,92.6,0,1227,15.9,48,0.577059725996129,0.08
1,1,2.28842777588412,250.1,1,1179,75.7,25,0.389092272474818,0.34
0,1,3.17189169837255,112.1,1,1319,28.6,58,0.714880016781528,0.34
0,1,4,135.8,0,1258,23.4,62,0.51608304937275,-0.02
1,1,2.3053518868406,60.8,0,985,94.7,31,0.400575808630058,0.04
1,1,2.87127681885827,123.6,0,1096,14.7,40,0.457375543553175,0.04
1,1,3.11187634568618,152.8,0,1036,48.1,22,0.223713602742829,0.04
1,1,3.27406267316131,50.4,0,1385,19.3,52,0.595679969891357,0.14
1,1,3.34090105415058,44.4,1,1420,16.5,73,0.854933708974541,0.5
1,1,2.87082005083495,117.5,1,940,27.8,49,0.644836591078852,0.24
1,1,3.14614270111142,307.9,1,942,51.5,4,0.153809199396547,0.3
1,1,2.48188652127482,75.8,0,1023,0,54,0.686794396284663,0.04
0,1,3.48523700182466,187.9,1,1043,48.5,61,0.643766033146605,0.24
0,1,2.87998620248604,57,0,1078,42.9,55,0.62476510854573,0.04
1,1,3.70294535902493,59.7,1,868,53.8,75,0.78587393241481,0.3
1,1,2.43983131873907,246.3,1,1019,57.9,26,0.391812615543041,0.3
0,1,2.95572742442682,70.4,0,1040,0,33,0.427814515234811,0.04
1,0,2.97109719818382,74.1,1,744,38.3,70,0.805619592717554,0.18
0,1,2.71065614865798,48.7,0,1220,2.9,62,0.757256690014073,0.08
0,1,3.20672859743715,152.2,0,802,18.9,19,0.206648167844087,-0.02
1,1,2.93841438928477,39.4,0,1229,67.9,53,0.605082933961198,0.08
1,0,1.67893733483789,61.6,0,835,31.7,49,0.710447862569047,-0.02
0,0,3.30867353390071,111.8,0,1104,2,46,0.47857736843796,0.04
1,1,3.20901201653332,127.2,1,1085,34.3,61,0.711583821683976,0.24
1,0,3.38673278355046,73.5,0,832,38.6,69,0.663388917326865,-0.02
1,0,2.31906142484433,31.9,0,1115,0.9,46,0.692351072939678,0.04
1,1,3.49719334753775,49.9,1,911,54.6,62,0.717778237880709,0.3
1,1,3.80535554270745,146.9,1,1418,0,49,0.583450110721314,0.24
1,1,2.50628326612442,57.1,1,970,52.7,81,0.895225055295725,0.46
0,1,3.09728329030244,66.6,0,1022,24.5,59,0.639774133287811,0.04
1,0,2.94555298604346,46.3,0,1143,14.1,42,0.538382581252397,0.04
0,0,2.21846099814868,271.3,0,1273,38.5,0,0.155613260640997,0.08
1,0,2.89606587080756,125.1,0,837,32.8,37,0.388817078525957,-0.02
1,1,2.35157263578178,73.8,0,1076,29.6,63,0.751615332218944,0.04
1,1,3.24838888401428,93.6,0,878,7.5,31,0.335365122002488,-0.02
0,0,2.6971838015961,72.9,1,1102,58,80,0.876301604585154,0.46
1,1,3.01986089872711,78.4,0,1019,78.4,47,0.463566429664046,0.04
1,1,3.09070796374884,136.9,1,1209,6.7,73,0.827884686446241,0.44
0,1,2.282687447247,222.8,1,879,0,34,0.550298323801358,0.18
1,1,3.23540602194842,97.3,1,1111,20.7,68,0.787744396513504,0.24
1,1,2.18963131243283,139.4,0,1006,1.8,31,0.461283668380016,0.04
0,1,3.54297776891369,68.6,0,1080,8.8,34,0.355412417256796,0.04
0,1,2.80958507566467,165.7,0,1201,42.6,37,0.392933819912497,0.08
0,1,3.62139879675883,168.9,0,1157,1.7,26,0.239056688962288,-0.02
1,0,2.19384118847192,23.8,0,830,36.5,60,0.784358879517884,-0.02
1,1,3.13404509672244,306.2,1,1070,45.5,19,0.261265604152523,0.24
1,1,2.34661004471749,117.4,0,1269,11,58,0.713301946195855,0.08
1,1,2.29653643153428,157.3,1,1387,18.5,72,0.865054337615114,0.5
0,1,3.05030507975956,144.4,0,1245,0,43,0.477346870795275,0.08
0,1,3.13874712998729,79.6,1,917,19.6,57,0.716819432004134,0.24
1,1,3.0401776311855,51.5,0,888,14.5,60,0.674162989071396,-0.02
1,1,3.73670253587387,106.7,1,1025,29.6,69,0.736827078720026,0.14
1,1,3.01363059432136,125.6,0,1263,4.1,50,0.55841307263216,0.08
0,1,2.61891819928228,116,0,1180,27.9,38,0.467153943426352,0.08
1,1,3.28095363552401,125.5,0,1085,12.9,42,0.421821026840089,0.04
1,1,3.03791846986375,119.7,1,881,20.1,44,0.58221237156442,0.18
0,1,3.19818900040589,84.6,0,1089,25.7,48,0.506063245393953,0.04
0,1,3.16207922049559,77.2,0,955,31.4,54,0.562385932030936,0.04
0,1,3.0896664715139,156.3,0,1232,41.3,25,0.261281239797351,0.08
1,1,3.10416557531217,114.4,1,1002,59.3,63,0.717292104063932,0.3
1,0,1.61731893829556,148.8,0,957,49.5,45,0.617587356901065,0.04
1,1,2.74831905072942,135.3,0,1237,25.9,45,0.514384576310924,0.08
1,1,2.83277674655986,50.2,1,997,49.8,77,0.868380849937698,0.4
1,1,2.53186314799301,32.3,1,982,40.8,88,0.932418549025583,0.4
1,1,1.96215888412658,61.6,1,1221,9.1,80,0.930519768433152,0.44
1,1,3.16208534623906,133.1,0,1199,1.4,34,0.375859297836743,0.08
1,1,2.68770410404359,243.7,0,1249,41.9,21,0.249673105072653,0.08
1,1,3.26963607373146,89.4,0,1105,20.8,61,0.626034460280919,0.04
0,1,2.57291037558089,76.3,0,1284,44.2,48,0.590024095119541,0.08
0,1,3.13835265276809,166.6,0,921,16.2,28,0.2826881347939,0.04
1,1,3.19578804529503,99.8,0,1123,10.7,48,0.51357362293775,0.04
0,0,3.19917990193637,51.7,0,955,37.5,33,0.371475691974926,0.04
0,0,2.97392225017688,70.4,0,1283,42.2,45,0.513569007209934,0.08
1,1,3.06836631528649,59.9,0,1070,29.8,40,0.462121025831544,0.04
0,1,3.19866066323097,301.5,0,1156,44.2,0,0.089959779370503,0.08
1,1,2.74015428791214,30,0,1167,36.7,70,0.804029011866649,0.08
1,1,2.73395868363811,39.5,1,1144,0,86,0.931800078254239,0.4
1,1,3.33709766014712,39.4,0,985,63.7,52,0.531182963366588,0.04
1,1,3.32422865188855,36.6,1,1290,18.5,90,0.92223806847006,0.44
1,0,2.14736382810318,63.7,1,809,14.7,82,0.920618169766753,0.34
0,0,3.36615750497358,104.1,0,1054,86.8,43,0.353616025205528,0.04
1,1,2.46361292727105,66.8,1,1026,17,69,0.859743899109403,0.24
1,1,2.96345925989173,141.2,0,1387,60.7,36,0.366268600820242,0.14
1,0,1.83706536230255,54.6,0,1172,46.6,58,0.772500172931957,0.08
0,1,3.20897170815021,102.7,0,1173,30.8,29,0.310705084685576,0.08
1,1,2.56510234397998,48.3,0,1230,27.8,51,0.662164509897726,0.08
1,1,2.95991144936231,42.2,0,1427,24.5,56,0.68060713837877,0.14
1,0,2.14186506139583,80.3,0,1160,38.3,33,0.49549345493618,0.08
0,1,2.9238131565947,252.2,0,1183,52.8,13,0.164621289146716,0.08
0,0,2.76835958622585,146.4,0,1045,0,20,0.28711653877858,0.04
1,0,3.46744265986823,59.4,0,956,28.2,67,0.665866722801641,0.04
1,1,2.75903519100703,31.1,1,963,14,80,0.910611455922082,0.4
1,1,3.06298988285015,42,1,868,25.1,71,0.840749955347616,0.34
0,1,3.45240129433389,155.6,0,844,17.1,32,0.279268043616633,-0.02
1,0,2.5652125501891,129.1,0,1224,47.4,34,0.409374478056521,0.08
1,0,2.41328183056739,101.8,0,1032,27.5,70,0.779458763408846,0.04
1,1,2.67173283914592,49.6,1,1261,16.1,100,0.956892296442218,0.44
1,1,2.89180802962995,207.5,1,1267,0,41,0.57747518537858,0.28
1,1,2.34225405395837,20.3,0,1312,17.5,66,0.845053794223826,0.14
1,1,2.90189888581441,101.1,1,1199,40.7,75,0.841777140835391,0.44
0,1,2.30214590257928,72.6,0,1235,58.4,66,0.763504375065261,0.08
1,1,3.05355112212897,59.8,0,856,7.6,39,0.46530129996408,-0.02
1,1,2.20620874343583,37.1,1,917,34.1,87,0.937791260525264,0.4
0,0,3.75984359548895,36.6,0,1178,21.8,59,0.604704157194836,-0.02
0,0,3.40255080897168,52.6,0,1180,14.6,73,0.752971435291148,0.24
0,0,2.95009467134129,72.1,1,811,40,64,0.770032293631546,0.18
0,1,2.78095864928252,99.5,0,1013,0,48,0.575146058174944,0.04
1,1,2.73886584215767,36.1,1,1226,32.4,83,0.916434535304215,0.44
1,1,3.39108461411924,97,0,1022,36.3,31,0.296690523217913,0.04
1,1,2.95724214881209,105.2,1,1386,0,69,0.834837249354474,0.34
0,1,2.22829266096151,75,1,1285,66.9,62,0.811071429156885,0.34
1,1,3.015916576858,94.3,1,1050,33.2,62,0.752682556968696,0.24
1,1,2.93263045518136,65.1,0,1313,19,64,0.724755786759917,0.14
0,1,3.40528903154308,121.9,0,1288,16.7,42,0.415427463176462,0.08
1,0,3.01625005595551,48.8,0,1256,0,50,0.624998277325739,0.08
1,0,2.0378532214369,24,1,1003,53.6,91,0.952836981648778,0.46
0,1,3.36743312723246,49.1,0,1182,19.4,66,0.70101290780868,0.08
1,0,2.55504097860147,146.3,0,1075,61,6,0.166198222642774,0.04
1,1,3.49574021204967,125,1,1072,27.5,69,0.753959624265921,0.24
0,1,3.66917480185474,75.6,1,1091,19.6,67,0.757163467777566,0.14
1,1,3.23211478531935,72.9,0,1197,4.7,26,0.328748088657133,0.08
0,1,3.33512627491364,144.1,1,1081,41.5,51,0.593019537811572,0.24
1,1,3.151318772697,100.7,0,1265,28.1,32,0.353250189548488,0.08
1,1,2.53453266411225,89,1,1074,29.5,70,0.845210939693636,0.24
1,1,2.47646541422387,94.7,0,1248,43.1,53,0.634869095856428,0.08
1,0,4,55,0,795,28.9,66,0.58285183143843,-0.12
1,1,2.74953549078828,116,0,1005,35.5,65,0.689845431377001,0.04
0,1,2.87052660324755,108,0,1188,54.4,34,0.371747559916416,0.08
1,1,2.69184820320972,46.8,1,1007,0,64,0.842083686141037,0.24
1,1,3.15256816921739,41.1,0,1087,0,50,0.608407740651518,0.04
0,1,3.74293157766332,61.2,0,958,15.4,60,0.576062038265772,-0.06
1,0,2.83347676135243,57.5,0,1230,0,48,0.617691269162398,0.08
1,1,3.58886449155982,30.2,1,936,41.5,67,0.784369957808461,0.24
0,1,3.30677859464203,154.4,0,1280,20.6,44,0.42745338610724,0.08
0,1,3.1400338109659,106.2,0,937,42.5,41,0.401628673243177,0.04
1,1,2.65946428505193,90.6,0,1210,56.9,40,0.468679534487627,0.08
0,1,2.42287731066273,191.8,0,995,26.6,31,0.381276071386261,0.04
1,1,3.50616431466278,121.4,1,1019,53.4,46,0.5189535009337,0.3
1,1,3.08572701282739,80.8,1,1150,12.8,66,0.801817177935802,0.28
1,1,3.96531209096777,60,1,1145,37.7,51,0.587981839577671,0.14
1,0,2.69904571654177,29.5,0,1277,48.9,50,0.648545381228058,0.08
0,0,2.76075589771397,102.3,0,1149,50.6,48,0.529380063482007,0.04
1,1,3.15997341837294,94.9,0,1146,32.4,51,0.529522854839767,0.04
0,1,3.10870071012469,46.9,0,809,35.4,65,0.690691106748955,-0.02
1,1,3.28078100489645,92.8,1,1044,28.9,47,0.6011710243979,0.24
1,0,3.7896807722527,156.9,0,1144,52.9,30,0.214428730138212,-0.06
1,0,2.86104878019258,48.1,0,1095,39.6,48,0.575823767020207,0.04
0,1,2.72325241919406,87,0,1080,20.4,33,0.425263392330481,0.04
0,0,2.95091760198305,158.7,1,1273,11.2,60,0.744885024979093,0.28
1,1,3.36029626050281,67.8,0,1187,48.3,61,0.608575899391463,0.08
1,0,2.67192854224793,40.2,0,989,55.2,79,0.832527429495854,0.2
1,1,3.12917411168138,51,0,1051,44.6,61,0.65228899027007,0.04
1,1,3.27103916041572,179.6,1,1150,55.6,32,0.387107266636976,0.34
1,0,2.52480483500106,17.4,0,1137,9.6,53,0.751739107783804,0.04
1,1,3.27769072538956,97.4,1,972,57,54,0.631056977469136,0.3
0,1,3.6058669294488,92.6,0,1100,38.8,34,0.301561043996989,-0.06
1,0,2.89083076964026,88.2,0,1101,43.2,39,0.437273807054911,0.04
1,1,3.2160575592282,41.7,0,1073,15,35,0.433457743676152,0.04
1,1,3.06453055124525,92.7,0,913,40.8,36,0.373322523564741,0.04
0,1,2.94089796058461,88.8,1,1221,68.9,63,0.748484177656815,0.34
0,0,2.57577591658595,131,0,1074,37.5,44,0.507409134514966,0.04
1,1,2.87513847828708,47.4,1,1122,63.7,82,0.886214605254032,0.46
1,1,4,149.6,0,1170,3.7,40,0.314777912986625,-0.02
0,1,3.28740105648893,123.7,1,961,35.9,57,0.662835625541892,0.24
0,1,3.75611993679242,274.8,0,912,19.7,0,0.0725572450575734,-0.06
0,1,2.87780301414941,382.4,0,1289,44.9,0,0.10212404424922,0.08
1,1,3.047798161752,32.4,1,1271,0,68,0.862105554571144,0.28
0,1,3.06876076595736,109.5,1,1259,40.4,43,0.576218294221564,0.28
0,0,2.70969700133623,41.7,0,1147,40.2,44,0.569144343666998,0.04
0,1,1.71250420196115,273.5,1,1170,42,23,0.465215448980832,0.28
0,0,3.40367030098459,133.2,1,1125,46.6,73,0.77463527496362,0.4
0,1,3.2949585826115,94,0,903,5.4,57,0.585326233569648,0.04
1,1,2.64492264599982,49.4,0,1111,7.8,70,0.808628806107556,0.04
1,1,2.57178418012613,41.9,0,1031,67.5,56,0.664582854488226,0.04
1,1,3.48754641988848,105.6,0,828,35.9,32,0.279598527335996,-0.02
0,0,2.47123037714427,148.3,0,1417,40.1,45,0.541644583669529,0.14
0,1,2.61447255373105,111.7,0,950,15.8,44,0.529240561171812,0.04
0,1,3.9839095897912,66.2,1,1116,62.4,45,0.490964479619341,0.2
1,1,3.23553929843397,133.5,0,1157,10.3,62,0.627602555629107,0.08
1,1,2.85735397332835,135.2,0,1061,0,40,0.46698572521167,0.04
0,1,3.28620507711689,62.4,1,1319,70.9,51,0.6367819004808,0.4
1,1,2.76223745116039,59.1,0,875,21,60,0.692159929886309,-0.02
1,1,3.14107278097503,76.5,0,1357,58.2,61,0.62890033952818,0.14
