scholarship,completed,gpa,parental_income,first_generation,sat_score,distance_to_college,financial_need
1,1,2.50628326612442,57.1,1,970,52.7,81
0,1,3.09728329030244,66.6,0,1022,24.5,59
1,0,2.94555298604346,46.3,0,1143,14.1,42
0,0,2.21846099814868,271.3,0,1273,38.5,0
1,0,2.89606587080756,125.1,0,837,32.8,37
1,1,2.35157263578178,73.8,0,1076,29.6,63
1,1,3.24838888401428,93.6,0,878,7.5,31
0,0,2.6971838015961,72.9,1,1102,58,80
1,1,3.01986089872711,78.4,0,1019,78.4,47
1,1,3.09070796374884,136.9,1,1209,6.7,73
0,1,2.282687447247,222.8,1,879,0,34
1,1,3.23540602194842,97.3,1,1111,20.7,68
1,1,2.18963131243283,139.4,0,1006,1.8,31
0,1,3.54297776891369,68.6,0,1080,8.8,34
0,1,2.80958507566467,165.7,0,1201,42.6,37
0,1,3.62139879675883,168.9,0,1157,1.7,26
1,0,2.19384118847192,23.8,0,830,36.5,60
1,1,3.13404509672244,306.2,1,1070,45.5,19
1,1,2.34661004471749,117.4,0,1269,11,58
1,1,2.29653643153428,157.3,1,1387,18.5,72
0,1,3.05030507975956,144.4,0,1245,0,43
0,1,3.13874712998729,79.6,1,917,19.6,57
1,1,3.0401776311855,51.5,0,888,14.5,60
1,1,3.73670253587387,106.7,1,1025,29.6,69
1,1,3.01363059432136,125.6,0,1263,4.1,50
0,1,2.61891819928228,116,0,1180,27.9,38
1,1,3.28095363552401,125.5,0,1085,12.9,42
1,1,3.03791846986375,119.7,1,881,20.1,44
0,1,3.19818900040589,84.6,0,1089,25.7,48
0,1,3.16207922049559,77.2,0,955,31.4,54
0,1,3.0896664715139,156.3,0,1232,41.3,25
1,1,3.10416557531217,114.4,1,1002,59.3,63
1,0,1.61731893829556,148.8,0,957,49.5,45
1,1,2.74831905072942,135.3,0,1237,25.9,45
1,1,2.83277674655986,50.2,1,997,49.8,77
1,1,2.53186314799301,32.3,1,982,40.8,88
1,1,1.96215888412658,61.6,1,1221,9.1,80
1,1,3.16208534623906,133.1,0,1199,1.4,34
1,1,2.68770410404359,243.7,0,1249,41.9,21
1,1,3.26963607373146,89.4,0,1105,20.8,61
0,1,2.57291037558089,76.3,0,1284,44.2,48
0,1,3.13835265276809,166.6,0,921,16.2,28
1,1,3.19578804529503,99.8,0,1123,10.7,48
0,0,3.19917990193637,51.7,0,955,37.5,33
0,0,2.97392225017688,70.4,0,1283,42.2,45
1,1,3.06836631528649,59.9,0,1070,29.8,40
0,1,3.19866066323097,301.5,0,1156,44.2,0
1,1,2.74015428791214,30,0,1167,36.7,70
1,1,2.73395868363811,39.5,1,1144,0,86
1,1,3.33709766014712,39.4,0,985,63.7,52
1,1,3.32422865188855,36.6,1,1290,18.5,90
1,0,2.14736382810318,63.7,1,809,14.7,82
0,0,3.36615750497358,104.1,0,1054,86.8,43
1,1,2.46361292727105,66.8,1,1026,17,69
1,1,2.96345925989173,141.2,0,1387,60.7,36
1,0,1.83706536230255,54.6,0,1172,46.6,58
0,1,3.20897170815021,102.7,0,1173,30.8,29
1,1,2.56510234397998,48.3,0,1230,27.8,51
1,1,2.95991144936231,42.2,0,1427,24.5,56
1,0,2.14186506139583,80.3,0,1160,38.3,33
0,1,2.9238131565947,252.2,0,1183,52.8,13
0,0,2.76835958622585,146.4,0,1045,0,20
1,0,3.46744265986823,59.4,0,956,28.2,67
1,1,2.75903519100703,31.1,1,963,14,80
1,1,3.06298988285015,42,1,868,25.1,71
0,1,3.45240129433389,155.6,0,844,17.1,32
1,0,2.5652125501891,129.1,0,1224,47.4,34
1,0,2.41328183056739,101.8,0,1032,27.5,70
1,1,2.67173283914592,49.6,1,1261,16.1,100
1,1,2.89180802962995,207.5,1,1267,0,41
1,1,2.34225405395837,20.3,0,1312,17.5,66
1,1,2.90189888581441,101.1,1,1199,40.7,75
0,1,2.30214590257928,72.6,0,1235,58.4,66
1,1,3.05355112212897,59.8,0,856,7.6,39
1,1,2.20620874343583,37.1,1,917,34.1,87
0,0,3.75984359548895,36.6,0,1178,21.8,59
0,0,3.40255080897168,52.6,0,1180,14.6,73
0,0,2.95009467134129,72.1,1,811,40,64
0,1,2.78095864928252,99.5,0,1013,0,48
1,1,2.73886584215767,36.1,1,1226,32.4,83
1,1,3.39108461411924,97,0,1022,36.3,31
1,1,2.95724214881209,105.2,1,1386,0,69
0,1,2.22829266096151,75,1,1285,66.9,62
1,1,3.015916576858,94.3,1,1050,33.2,62
1,1,2.93263045518136,65.1,0,1313,19,64
0,1,3.40528903154308,121.9,0,1288,16.7,42
1,0,3.01625005595551,48.8,0,1256,0,50
1,0,2.0378532214369,24,1,1003,53.6,91
0,1,3.36743312723246,49.1,0,1182,19.4,66
1,0,2.55504097860147,146.3,0,1075,61,6
1,1,3.49574021204967,125,1,1072,27.5,69
0,1,3.66917480185474,75.6,1,1091,19.6,67
1,1,3.23211478531935,72.9,0,1197,4.7,26
0,1,3.33512627491364,144.1,1,1081,41.5,51
1,1,3.151318772697,100.7,0,1265,28.1,32
1,1,2.53453266411225,89,1,1074,29.5,70
1,1,2.47646541422387,94.7,0,1248,43.1,53
1,0,4,55,0,795,28.9,66
1,1,2.74953549078828,116,0,1005,35.5,65
0,1,2.87052660324755,108,0,1188,54.4,34
1,1,2.69184820320972,46.8,1,1007,0,64
1,1,3.15256816921739,41.1,0,1087,0,50
0,1,3.74293157766332,61.2,0,958,15.4,60
1,0,2.83347676135243,57.5,0,1230,0,48
1,1,3.58886449155982,30.2,1,936,41.5,67
0,1,3.30677859464203,154.4,0,1280,20.6,44
0,1,3.1400338109659,106.2,0,937,42.5,41
1,1,2.65946428505193,90.6,0,1210,56.9,40
0,1,2.42287731066273,191.8,0,995,26.6,31
1,1,3.50616431466278,121.4,1,1019,53.4,46
1,1,3.08572701282739,80.8,1,1150,12.8,66
1,1,3.96531209096777,60,1,1145,37.7,51
1,0,2.69904571654177,29.5,0,1277,48.9,50
0,0,2.76075589771397,102.3,0,1149,50.6,48
1,1,3.15997341837294,94.9,0,1146,32.4,51
0,1,3.10870071012469,46.9,0,809,35.4,65
1,1,3.28078100489645,92.8,1,1044,28.9,47
1,0,3.7896807722527,156.9,0,1144,52.9,30
1,0,2.86104878019258,48.1,0,1095,39.6,48
0,1,2.72325241919406,87,0,1080,20.4,33
0,0,2.95091760198305,158.7,1,1273,11.2,60
1,1,3.36029626050281,67.8,0,1187,48.3,61
1,0,2.67192854224793,40.2,0,989,55.2,79
1,1,3.12917411168138,51,0,1051,44.6,61
1,1,3.27103916041572,179.6,1,1150,55.6,32
1,0,2.52480483500106,17.4,0,1137,9.6,53
1,1,3.27769072538956,97.4,1,972,57,54
0,1,3.6058669294488,92.6,0,1100,38.8,34
1,0,2.89083076964026,88.2,0,1101,43.2,39
1,1,3.2160575592282,41.7,0,1073,15,35
1,1,3.06453055124525,92.7,0,913,40.8,36
0,1,2.94089796058461,88.8,1,1221,68.9,63
0,0,2.57577591658595,131,0,1074,37.5,44
1,1,2.87513847828708,47.4,1,1122,63.7,82
1,1,4,149.6,0,1170,3.7,40
0,1,3.28740105648893,123.7,1,961,35.9,57
0,1,3.75611993679242,274.8,0,912,19.7,0
0,1,2.87780301414941,382.4,0,1289,44.9,0
1,1,3.047798161752,32.4,1,1271,0,68
0,1,3.06876076595736,109.5,1,1259,40.4,43
0,0,2.70969700133623,41.7,0,1147,40.2,44
0,1,1.71250420196115,273.5,1,1170,42,23
0,0,3.40367030098459,133.2,1,1125,46.6,73
0,1,3.2949585826115,94,0,903,5.4,57
1,1,2.64492264599982,49.4,0,1111,7.8,70
1,1,2.57178418012613,41.9,0,1031,67.5,56
1,1,3.48754641988848,105.6,0,828,35.9,32
0,0,2.47123037714427,148.3,0,1417,40.1,45
0,1,2.61447255373105,111.7,0,950,15.8,44
0,1,3.9839095897912,66.2,1,1116,62.4,45
1,1,3.23553929843397,133.5,0,1157,10.3,62
1,1,2.85735397332835,135.2,0,1061,0,40
0,1,3.28620507711689,62.4,1,1319,70.9,51
1,1,2.76223745116039,59.1,0,875,21,60
1,1,3.14107278097503,76.5,0,1357,58.2,61
1,1,2.4783358288077,149.1,1,1282,28.5,65
1,1,3.56114218861388,47.4,0,1154,43.7,66
1,1,2.44302468261443,40,1,1286,54.6,67
0,1,2.61724865128195,147.3,0,1136,11.2,42
1,1,3.33842141237028,86.4,1,989,14.8,64
0,0,2.48632832313633,95.1,0,827,11.2,56
1,1,3.11696751843069,109.9,0,1080,0,32
1,1,2.84791754272117,52.2,0,1199,22.9,61
0,0,2.53874280485722,75.2,0,1190,27.7,44
1,1,3.00806494578846,84.6,1,1030,17.6,58
1,1,3.31523472076621,86,1,1354,43.5,59
1,1,3.10545170889606,91.8,1,1204,16.5,71
0,1,4,127.9,0,1155,13.3,30
1,1,2.2375481394638,86.8,1,1124,1.1,81
0,1,3.04522761792714,72.4,0,1028,48.3,52
0,1,2.55753004898224,67.7,0,1040,60.3,51
1,1,2.37035999926473,39,1,1132,39.5,75
1,0,2.5774309658666,28.7,0,1082,71.8,68
1,1,2.94314686260029,124,1,1057,27.3,50
1,1,3.56433388212766,136.2,1,956,11.6,44
1,1,2.96341026414265,37.3,1,1207,7.8,62
0,1,3.16966400708954,136.6,0,929,52.5,29
0,1,3.14670626750775,139,0,1091,38.3,39
1,0,2.50905410595738,90.8,0,879,55.8,59
0,1,3.25212519026487,86.4,1,1188,39.8,81
0,1,3.00748991458434,104.4,0,850,14.2,23
1,1,3.41381894860898,69.4,1,1115,29.2,93
1,1,3.1413401458778,66.7,1,1214,43.4,71
0,1,3.11302659737266,53,1,904,32.7,68
0,1,3.65693787763009,80.1,0,1227,0,44
1,0,3.03381127335262,92.6,0,1025,39.7,59
1,1,2.99054201011763,31.6,0,1206,45.7,49
1,1,2.6825561509805,145,0,1198,7.1,47
0,1,3.20427151347486,79.8,1,1084,58.9,59
1,1,3.0469122882871,26.5,1,1051,25.3,84
0,1,3.49355183811256,107.7,0,996,57.5,28
0,1,3.26951574685894,54.1,0,1074,34.1,44
1,0,2.90305585632026,100.3,1,917,64.8,66
1,1,2.20704511252458,71,0,1219,0,40
1,1,2.60325408584553,51.6,0,957,32.4,63
1,0,2.45418965723363,66.2,0,1171,58.1,46
0,1,3.16096268472063,177.6,0,612,36.8,36
0,1,3.14914813079958,68.1,1,911,0,88
0,1,2.65681527719554,28.5,1,1079,24.2,90
1,1,3.19123993066347,143.2,1,1210,14.9,35
0,1,3.40878767240017,44.3,1,1279,10.8,71
1,1,2.9850978693339,99.7,1,989,28.4,51
1,1,3.33602272902306,232.7,1,770,47.4,29
1,1,3.39982074224063,32.3,0,1153,43,70
0,0,2.46288338184549,69.5,1,913,36.4,47
1,1,2.81285469914938,102.2,0,899,36.9,49
0,1,2.90179597459389,95.5,0,1047,20.7,21
1,1,2.61633416280192,16.6,1,1353,46.2,86
1,1,3.37538757140512,55.2,0,851,72.7,57
1,1,3.11912430420514,61.5,1,1075,25.1,68
1,1,3.29327842344409,46.6,1,1175,12.4,63
0,1,3.1764249481831,67.5,0,1345,32.6,66
1,1,3.30655813663257,65,0,1181,15.5,65
1,1,2.45381159528862,18.4,0,1023,15.4,53
1,1,3.24381880315013,90.5,0,1295,16.8,63
1,1,3.22666741830014,68.8,0,1174,41.6,46
1,1,2.607660719135,76.5,1,1079,24.2,78
1,1,3.23824091387188,33.5,1,1241,21.8,73
0,1,3.04044777994582,128.6,0,800,13.4,28
1,1,2.66320338959822,39.3,0,1169,55.1,69
0,1,2.73564977347676,50.6,0,1057,52.8,55
1,1,3.76959427557605,24.2,0,1194,0,50
1,0,3.16853443567073,64.9,0,1093,42.5,59
0,1,3.41535407781819,53.2,1,988,38.3,77
1,1,3.18606006867749,84.8,0,1048,3.2,43
1,1,3.01595995292481,70.1,1,997,80.6,54
1,1,2.78703590813764,126,1,1338,20.7,52
1,1,3.36456235526084,42.6,1,1158,21.7,91
1,0,3.08947008557211,57.2,0,1083,57.5,30
1,1,3.06307380455684,49.1,1,800,1.1,71
0,1,2.94880467783559,86.2,0,1028,32.6,48
1,1,2.98021203152191,78.2,1,940,73.2,76
0,1,2.02092301117044,224.1,0,1003,26.9,19
1,1,3.25568817850163,97.4,1,1224,0,55
0,1,2.61063658761971,201.6,0,1271,31.7,7
1,1,3.88566014500439,64.3,0,1019,62.6,67
0,1,3.30664639964445,74.6,0,1123,51.2,45
0,1,2.16935086006647,213.9,0,1356,14.8,16
1,0,2.3937673296543,91.3,0,969,62.3,34
1,1,3.449652550879,44.4,1,770,9.3,81
1,1,2.90335806867558,98.9,0,1518,68.4,38
1,1,3.09649970716351,12.7,1,1253,45.2,100
1,1,2.82167184949326,40.6,0,1254,39.9,56
1,0,2.94659465421105,39.7,1,812,43.6,62
0,1,2.49038264170646,338.9,0,1120,42.6,1
1,1,2.99734418863054,59.6,1,998,12.9,61
0,1,3.46003320452079,82.7,0,1077,52.3,54
1,1,2.97353446606005,210.6,1,1164,24.5,50
1,1,3.02799816992828,68.2,0,1084,35.6,48
0,0,3.21617434225168,35.3,0,1173,55,70
0,0,2.65695450534167,49.2,0,853,6.4,63
0,1,3.82587085034912,196.1,0,1314,24.8,2
1,1,1.80152881250754,78.1,0,1010,0,40
0,0,2.5924073863722,93.3,1,1109,25.5,81
1,1,2.50041184637361,55.5,0,1062,50.1,58
1,1,2.58358461814615,105.5,0,893,53,58
1,0,2.40998054583579,46.6,0,1136,25.7,67
0,0,3.95392337394253,167.2,0,1163,36.2,35
1,1,2.94107751222319,143.9,0,1160,41.2,51
0,1,3.20911571958309,89.4,1,1096,27,48
1,1,3.64478989561322,21.6,1,1124,1.4,84
1,1,3.18659792292752,107.2,0,1040,68.3,43
0,0,2.66934965727387,78.4,0,1224,58.1,50
1,1,3.09302143335989,67.2,0,1177,23.5,57
1,0,2.87977723221347,44.1,1,811,32.5,87
1,1,3.35359704348337,84.1,0,973,25.1,63
1,1,3.37945715441329,66.3,1,966,12.5,74
0,1,2.54794205759251,53.7,0,1090,35.6,39
0,1,2.20717009882212,159.8,0,1190,11.7,36
1,1,2.64788792204274,107.1,1,1138,7,74
1,1,2.81691924283818,39.9,1,1198,47.5,79
1,1,3.03914540220865,44.4,1,994,5.7,88
0,1,2.4092446884501,113.1,0,1154,2.7,39
1,1,2.49795168217926,19.8,1,1012,23.4,89
1,1,3.20451690655254,44,1,999,24.8,62
1,1,3.04492199059913,128.3,1,970,22.4,59
1,1,3.54953381977588,125.3,1,811,22.7,60
1,1,2.90244419618053,19.9,0,817,1.4,69
1,1,2.14570137031139,116.5,1,951,12.2,54
0,1,2.42193878811636,104.3,0,1194,6.3,41
1,1,3.28610431845129,213.7,0,895,17.2,5
0,1,3.12221590919518,46.4,1,1345,14.6,60
0,0,2.77896820607053,24,0,922,25,69
1,1,3.3791688369064,106.3,1,957,32.3,40
0,1,2.08493077480252,100.2,0,1155,0.3,29
1,1,2.04175973953982,88.6,0,1222,45.1,36
1,1,3.07743310067393,143.5,0,886,51,52
1,1,3.42470212680026,35.1,0,1203,59.1,64
1,1,3.38503704047535,120.2,1,1425,13.4,55
0,1,3.54541328490616,94.5,0,1151,45.8,52
1,1,2.96928838944253,68.8,1,1203,39.5,52
1,1,3.0460285426356,111.9,0,1167,48.1,41
1,0,3.47430901120948,63,0,990,28,58
1,1,3.05394287022589,76.8,0,1308,27.1,39
0,1,3.24786345224626,92.4,1,1164,21.1,39
1,1,3.1166664658201,67.6,1,807,54.5,76
1,0,3.67924915609918,115,0,1026,14.3,52
0,1,2.55337005219542,51.6,0,1226,22.2,48
0,1,2.2063495737297,77.2,0,985,26.4,49
1,1,2.73020900334442,102.8,0,1348,28.4,55
1,1,3.42123345517414,62.9,1,989,16.5,69
0,1,1.8934672429305,188.1,0,846,20.9,25
0,1,2.93584246762815,158,0,825,73,12
1,1,2.69084931151806,33.7,0,956,30.2,72
1,1,3.25949295154798,66.2,1,1204,84.7,74
1,1,2.27438632094253,99.3,1,1082,47.6,39
0,1,3.46329325901718,108.7,0,1145,39.4,36
0,1,2.83092377735609,236.5,0,1273,7.4,0
0,1,3.30965630394487,111.7,0,1322,11.7,27
1,0,2.79564407219532,142.2,1,889,2.5,59
0,1,3.12909111811777,141.1,0,1082,11.8,29
1,0,2.79697405979824,29.6,0,1102,10.6,63
1,1,2.91154040885422,154.2,0,945,6.2,57
1,1,3.42012395974279,64.9,0,811,0,66
1,1,2.87362978030658,15.2,0,1222,0,64
0,1,2.93238581759542,88.7,0,1359,16.3,48
0,0,1.8781986491436,44.7,0,1331,15.2,43
0,1,3.60453542480837,60.8,0,1080,39.8,40
0,0,3.21563674047941,102.9,0,1080,27.8,65
1,1,3.45750217882785,28.9,1,854,39.4,83
1,1,2.95476841655451,169.6,1,1137,49.5,61
1,1,3.34928748686372,66.5,0,1184,27.7,57
1,1,3.46811534930592,41.3,0,1039,31.2,63
1,1,3.41893763963434,45.3,0,1272,5.3,75
1,0,3.59871966379188,127.8,0,805,12.4,48
1,0,3.44830664350199,76.2,0,826,41.7,23
1,1,2.68955896298245,83.4,1,1270,72.8,58
1,1,3.15222648823749,173.5,1,1179,42.9,61
0,1,3.59123911612419,331.3,0,905,59.8,8
0,0,3.15978379569982,182.3,0,826,54.9,25
1,1,2.77042970373562,88.4,0,1137,40.6,55
1,1,2.81484435068989,79.5,1,900,11,61
1,1,2.57630577628494,51.4,1,1232,53.5,88
1,1,2.10915286068793,230.5,0,1303,16.2,43
1,1,3.41245079100295,66.6,0,929,0,46
1,1,3.37121439308428,50.4,1,1152,29.6,56
0,1,4,28.2,0,1105,14.6,48
1,1,3.357095458306,60.8,0,1235,55.6,47
1,1,3.2782342655508,47.1,0,1138,40.1,61
1,1,3.86909216514704,60.2,0,861,4.6,51
1,1,3.07443758832679,234.1,0,1174,13.4,20
1,1,2.9376144998948,112,0,1050,63.8,50
0,1,2.4357792770295,164.5,0,1014,44.4,9
1,0,2.45966202074601,46.1,1,1021,23.8,62
1,1,2.64978767864071,170.1,1,1120,0,53
0,0,2.57175084097262,81.4,0,1040,45.9,39
1,1,3.47189026477172,102.3,0,1194,27.9,37
0,0,2.2017635644522,265.1,1,1193,8.9,6
0,1,2.48053757839327,264.2,0,1174,34.4,12
0,0,2.39650257343088,125.4,1,1071,29.3,61
1,1,2.7826328312595,44.8,0,1120,11.1,55
1,0,3.27305686518494,28.9,0,986,27.6,61
1,0,2.36501086639154,90.8,0,1343,15.7,43
0,1,2.53052984576159,147.2,0,826,30.1,27
1,0,2.16629827906567,50.5,0,1379,23.2,61
0,1,3.57971575451388,471.5,0,899,21.6,0
1,0,2.46278879808203,60.9,0,926,0,67
1,0,2.65907700832435,62.5,0,1077,22.5,60
0,1,2.92842544105934,149.4,0,1287,26,43
0,1,3.23721847752507,30.7,1,1132,7.7,78
0,1,2.69503399406836,91.6,0,1017,27.5,38
0,1,3.37280566195674,115.9,1,790,3.7,54
1,1,2.98133450885043,327.9,1,1163,24.1,11
0,1,3.71019218469768,76.1,0,807,24,45
1,1,2.71026528933434,32,1,1134,48.4,72
1,0,2.87236367161872,25.9,0,867,31.8,59
1,1,3.1176718978244,25.2,1,1264,32.3,85
1,1,3.14437536756257,67.8,0,1056,51.2,68
0,1,3.5783355898449,91.1,0,961,19,44
1,1,3.40419447960904,150,0,777,8.1,49
0,1,2.94335760528262,56.5,0,1000,0,62
1,1,3.04918791217371,104.2,0,1160,14,62
1,1,2.4108642292136,122,1,1386,19.2,78
1,1,2.74262469978394,77.9,1,930,31.4,74
0,1,4,44.2,1,1084,67.3,50
1,0,2.80474505514368,100.9,0,818,21.6,44
1,1,2.34732903246112,44.4,1,1339,42.4,76
1,1,3.42724563343024,73.3,1,1051,28.2,96
0,1,2.84321530290388,78,1,1072,19.3,56
1,1,2.99233093091609,120.1,0,1296,54.3,39
1,1,2.70246331845629,339.5,0,1190,16.2,0
0,1,2.81450163685894,293.2,0,1193,27,7
1,0,2.44896191237922,27.6,0,1177,44.2,56
1,1,2.94447328648384,69.9,0,980,8.1,68
0,1,3.44836406456444,144.2,0,1094,3.3,11
0,1,3.13331930719247,26.4,0,1129,18.5,66
1,0,2.0674081825191,104.6,0,879,33.5,37
1,1,3.40764781937153,154.6,0,1199,0.8,30
1,1,2.80457976726752,71.2,0,1082,16.7,84
1,1,2.70383740636417,106.3,1,1118,30.2,44
1,1,2.90623192790892,50.9,0,1161,58.2,53
1,1,2.78824051283959,94,0,1104,45.3,49
1,1,2.8181253291976,167.6,1,1008,53.3,44
0,1,3.19797132110734,94.6,0,1295,22.4,55
0,1,3.46842831049708,138.1,0,1059,21.6,62
1,1,3.43365762172589,155.5,1,1186,22.8,43
1,1,3.03481232246599,42.5,1,920,21.6,92
1,1,2.96549484390493,59.5,1,969,23.7,52
1,1,3.55520058846316,48.9,0,1069,18.3,58
1,1,3.0663568893213,68.8,0,1057,29.2,27
0,0,2.20373931914356,72.9,0,1094,12.7,48
1,1,2.3553424399226,52.9,1,1005,25.4,80
1,1,2.53832301892659,88.6,1,1203,68.7,82
1,1,3.65818010479404,18.5,1,1283,0,83
1,1,3.34162537113463,107.3,0,1296,36.5,38
1,1,3.06692563028452,63.5,1,986,34.6,73
0,1,2.44543974078453,90,0,853,0,22
0,1,2.01316971766648,90.2,0,1111,55.3,40
1,1,2.93114119720438,45.9,0,1262,50,59
0,1,3.52967109772378,148.9,0,1029,31.2,22
0,0,3.35653595299872,56.8,1,1230,41.7,66
1,1,3.55648844593712,130.4,0,1255,2.6,26
0,0,2.65615855587909,69.7,1,1060,0,47
0,1,3.02926992908204,208.2,1,1232,6,50
1,1,3.89637157148214,160.9,0,1034,0,15
1,0,2.72008858582035,312.8,0,911,23.2,9
0,1,4,31.1,0,995,9.9,58
0,1,3.25834228964889,105.8,1,1186,14.2,57
0,1,2.94468656690712,34.4,0,918,41.9,57
1,0,3.61728018117204,27,0,1105,44.5,49
1,1,3.43303291811468,135.7,0,1121,48,37
1,0,2.89807759822838,55.7,0,1070,35.9,41
1,1,2.634002287991,220,1,1258,17.5,22
1,1,2.92048397813031,37.4,1,1360,36.9,83
0,1,3.2895368952798,100.1,0,987,16.8,47
1,1,3.50656480159707,65.7,0,1366,73.1,71
1,0,3.34753138551954,61.5,0,1056,26.1,52
1,1,3.11267161018598,62.2,1,1292,12.1,68
0,1,3.51868512634825,154.9,0,1129,16.9,40
0,0,3.03225702702526,57.2,0,742,41.1,55
1,1,2.66052085800817,54.6,1,1128,15.9,67
1,1,3.09584542798466,78.1,0,1104,22.3,35
0,1,3.13501176286181,65.1,1,1233,27.6,49
0,1,3.32440929645012,350.6,0,1221,47.7,0
1,1,2.6811054299712,53.1,1,1233,23.3,75
1,1,3.15485587317048,39.2,0,1193,0,57
0,1,2.67397367503809,108.7,0,1227,34,26
0,1,3.84030845095671,192,0,1107,15.4,15
0,1,3.65985879221055,194.3,0,702,23.1,25
0,1,2.8406514897939,31,0,995,19.7,69
0,1,3.09849855770188,51.2,1,1242,8.1,70
1,0,3.42987660044279,81.2,0,1042,57.5,50
0,1,3.96515710211287,98.5,0,1171,41.9,27
1,0,2.63832784711662,30.3,0,1174,26.4,86
0,1,3.51417046131125,257.9,1,1229,11.5,32
0,1,3.2243752164601,67.2,0,1282,0,38
1,1,3.10994474533634,83.7,1,1017,49.1,72
1,1,2.9700140938316,78.8,0,1367,16.1,42
1,1,2.76390603766619,25.1,0,936,37.2,50
0,1,3.6993246581963,45.4,1,1139,16.6,68
1,1,2.47119418547489,71,1,1189,16.2,50
1,1,3.91171716594076,63,1,1306,49.1,60
0,1,3.35091549260198,173.1,0,975,23.8,43
1,1,3.93992308330802,52.6,1,1047,67,88
0,1,3.12523602290125,114.4,0,1170,38.3,58
1,0,3.23767352941873,147.9,0,1298,81,32
1,1,2.29178390346135,168.3,1,1171,45.3,32
1,1,2.11272001155303,22.8,1,1004,35.4,78
1,1,3.02873468976914,61.6,0,1029,11.8,73
1,1,2.79987045553848,52.5,0,1151,6.3,49
0,1,2.14148053810855,180.8,0,1098,32.3,9
1,1,3.82902272483279,56.9,0,1074,37.8,61
1,1,2.90309366763947,56.8,1,1025,0,52
1,1,2.17801959135063,31,0,1009,63.5,73
0,1,3.46002742673811,44.4,0,1323,7.9,37
1,1,2.51456668614354,115.2,1,985,65.7,44
1,1,2.93238778137205,110.3,0,600,23,34
0,1,3.28390561247926,155.1,0,915,0,37
1,1,2.69993366947531,278,1,1047,40.3,14
1,1,3.66076065864064,46.8,1,1207,38.9,72
1,1,3.3950716610467,33.2,0,1146,36.9,59
1,1,3.14891817171289,42.7,1,1293,29.9,82
0,1,1.82840693870629,63.5,0,1172,13,41
0,1,3.57182207837594,112.6,0,1232,30.5,37
1,1,3.7610917852356,102.9,1,1204,48.2,64
0,1,3.8710042649247,42.5,0,1027,42.5,45
1,1,2.44676847115802,61.3,0,1006,22.8,67
1,1,2.78446920025383,73.7,0,1162,0,44
0,1,3.53170003321063,62.3,0,1043,14.5,40
0,1,2.5275153116731,39.5,0,1076,45.7,49
0,1,3.69184937970449,65.4,0,941,27.5,33
1,1,2.76944464778001,113.8,1,982,3,61
1,1,3.57630612432544,53.2,1,1021,49,73
0,0,2.3648012797928,92.1,0,1076,58.5,56
0,1,3.11081155350632,59.5,0,1342,42.5,67
0,0,2.43736516147992,129.6,0,1292,16.7,29
0,1,3.12916806478381,102.7,0,874,52.9,43
1,1,3.12018766464069,46.2,0,1320,67.3,38
0,0,2.85933281095593,93.7,0,1039,24,55
1,0,2.10326017278259,56.8,0,1040,34.8,48
1,1,2.81038086258117,58.6,1,1266,54.9,78
0,1,2.97890879696432,137.1,0,1149,37.6,54
1,1,3.12799839056856,94.9,1,1130,34.7,65
1,0,2.65472501645658,144,0,861,17.9,40
1,0,3.12734745674674,64.5,0,1118,25.4,66
1,1,1.71733007870999,119.3,1,1019,8.9,43
0,1,2.73765583797799,22.8,0,1078,13.4,72
0,1,2.90201883054969,78.9,0,1265,49.8,26
1,0,2.87719485206523,91.3,0,1079,49.7,45
0,1,2.35138956324482,174.4,0,1024,52.1,26
1,0,2.70521514652867,34.7,0,992,50.8,52
1,1,3.43402895282144,191.7,0,1176,0,18
0,0,3.28962982399282,104.8,0,1098,26.9,31
0,1,3.90180584478834,59.6,1,1303,20.4,56
0,1,2.65720369539209,53.4,0,784,24.9,22
1,1,3.16664935622839,184.5,1,1245,0,63
1,1,3.02908768488325,59.5,0,937,42.9,59
1,1,4,113,1,986,0,65
1,1,3.3146114175986,78.3,1,1227,43.9,77
0,1,4,63,1,1062,25.6,52
0,1,3.39995403223514,78,0,1280,37.3,64
0,1,3.24067401668259,74,0,1037,44.5,37
0,1,3.85136687303423,188.5,0,1236,0,29
1,1,2.84353945358472,43.9,0,997,16,67
0,0,2.73261454761422,92.5,0,845,25.4,15
1,1,2.9373669959559,69,0,1219,2.9,64
0,1,3.89534230603562,91.1,0,1151,43,47
1,1,2.89874187825675,94.9,0,1156,9.8,50
0,1,2.81356817427987,413.9,0,944,41.9,0
0,0,2.62968345584295,82.5,0,969,0,24
1,1,3.36470970131343,22.8,0,1600,38.5,57
1,1,3.22362460981401,41.5,1,1157,27.8,65
1,1,2.85883797501693,40.5,0,1052,49.9,87
0,1,2.6575583997846,63.8,1,934,86.3,82
0,1,2.43392184050149,83.1,0,979,12.2,42
0,1,3.73951921532708,57,0,1051,16.8,48
1,1,2.28677826057818,90.4,1,1139,45.2,60
1,1,2.79412991908927,30.6,1,910,45.7,84
1,1,3.04156694429916,152.1,1,765,5.9,62
0,1,3.28868916297985,162.6,0,885,45.6,27
1,1,2.86892005303642,117.4,0,1200,29.4,43
0,0,2.86200740370941,41.9,0,1227,33.7,10
0,0,3.66989874110937,56.5,1,875,69.4,73
0,0,2.57537143928444,74.3,0,959,37,38
